Date,Commodity,Provider,Product,Source Price,Currency,Unit,INR per MT,Source,Data Class
2025-11-25,AL,BALCO,AL_INGOT,245250.0,INR,MT,245250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-25,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-25,AL,NALCO,AL_INGOT,250400.0,INR,MT,250400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-25,CU,BME,CU_CATHODE,781050.0,INR,MT,781050.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-26,AL,BALCO,AL_INGOT,245250.0,INR,MT,245250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-26,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-26,AL,NALCO,AL_INGOT,251800.0,INR,MT,251800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-26,CU,BME,CU_CATHODE,781050.0,INR,MT,781050.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-27,AL,BALCO,AL_INGOT,245550.0,INR,MT,245550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-27,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-27,AL,NALCO,AL_INGOT,251800.0,INR,MT,251800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-27,CU,BME,CU_CATHODE,791150.0,INR,MT,791150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-28,AL,BALCO,AL_INGOT,245550.0,INR,MT,245550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-28,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-28,AL,NALCO,AL_INGOT,251800.0,INR,MT,251800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-28,CU,BME,CU_CATHODE,800750.0,INR,MT,800750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-01,AL,BALCO,AL_INGOT,245550.0,INR,MT,245550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-01,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-01,AL,NALCO,AL_INGOT,251800.0,INR,MT,251800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-01,CU,BME,CU_CATHODE,779150.0,INR,MT,779150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-02,AL,BALCO,AL_INGOT,245550.0,INR,MT,245550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-02,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-02,AL,NALCO,AL_INGOT,251800.0,INR,MT,251800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-02,CU,BME,CU_CATHODE,779150.0,INR,MT,779150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-03,AL,BALCO,AL_INGOT,245550.0,INR,MT,245550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-03,AL,HINDALCO,AL_INGOT,239450.0,INR,MT,239450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-03,AL,NALCO,AL_INGOT,238600.0,INR,MT,238600.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-03,CU,BME,CU_CATHODE,779850.0,INR,MT,779850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-04,AL,BALCO,AL_INGOT,245550.0,INR,MT,245550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-04,AL,HINDALCO,AL_INGOT,239450.0,INR,MT,239450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-04,AL,NALCO,AL_INGOT,238600.0,INR,MT,238600.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-04,CU,BME,CU_CATHODE,779850.0,INR,MT,779850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-05,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-05,AL,HINDALCO,AL_INGOT,239450.0,INR,MT,239450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-05,AL,NALCO,AL_INGOT,238600.0,INR,MT,238600.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-05,CU,BME,CU_CATHODE,770200.0,INR,MT,770200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-08,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-08,AL,HINDALCO,AL_INGOT,239450.0,INR,MT,239450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-08,AL,NALCO,AL_INGOT,239900.0,INR,MT,239900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-08,CU,BME,CU_CATHODE,770200.0,INR,MT,770200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-09,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-09,AL,HINDALCO,AL_INGOT,239450.0,INR,MT,239450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-09,AL,NALCO,AL_INGOT,239900.0,INR,MT,239900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-09,CU,BME,CU_CATHODE,800800.0,INR,MT,800800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-10,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-10,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-10,AL,NALCO,AL_INGOT,239900.0,INR,MT,239900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-10,CU,BME,CU_CATHODE,785150.0,INR,MT,785150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-11,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-11,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-11,AL,NALCO,AL_INGOT,237650.0,INR,MT,237650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-11,CU,BME,CU_CATHODE,785550.0,INR,MT,785550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-12,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-12,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-12,AL,NALCO,AL_INGOT,237650.0,INR,MT,237650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-12,CU,BME,CU_CATHODE,785550.0,INR,MT,785550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-15,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-15,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-15,AL,NALCO,AL_INGOT,237650.0,INR,MT,237650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-15,CU,BME,CU_CATHODE,788550.0,INR,MT,788550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-16,AL,BALCO,AL_INGOT,238450.0,INR,MT,238450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-16,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-16,AL,NALCO,AL_INGOT,237650.0,INR,MT,237650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-16,CU,BME,CU_CATHODE,783300.0,INR,MT,783300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-17,AL,BALCO,AL_INGOT,239550.0,INR,MT,239550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-17,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-17,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-17,CU,BME,CU_CATHODE,787350.0,INR,MT,787350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-18,AL,BALCO,AL_INGOT,239550.0,INR,MT,239550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-18,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-18,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-18,CU,BME,CU_CATHODE,787350.0,INR,MT,787350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-19,AL,BALCO,AL_INGOT,239550.0,INR,MT,239550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-19,AL,HINDALCO,AL_INGOT,242150.0,INR,MT,242150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-19,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-19,CU,BME,CU_CATHODE,779500.0,INR,MT,779500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-22,AL,BALCO,AL_INGOT,239550.0,INR,MT,239550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-22,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-22,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-22,CU,BME,CU_CATHODE,762500.0,INR,MT,762500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-23,AL,BALCO,AL_INGOT,239550.0,INR,MT,239550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-23,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-23,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-23,CU,BME,CU_CATHODE,762500.0,INR,MT,762500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-24,AL,BALCO,AL_INGOT,239550.0,INR,MT,239550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-24,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-24,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-24,CU,BME,CU_CATHODE,745750.0,INR,MT,745750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-25,AL,BALCO,AL_INGOT,237200.0,INR,MT,237200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-25,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-25,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-25,CU,BME,CU_CATHODE,743900.0,INR,MT,743900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-26,AL,BALCO,AL_INGOT,237200.0,INR,MT,237200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-26,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-26,AL,NALCO,AL_INGOT,241250.0,INR,MT,241250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-26,CU,BME,CU_CATHODE,744100.0,INR,MT,744100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-29,AL,BALCO,AL_INGOT,237200.0,INR,MT,237200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-29,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-29,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-29,CU,BME,CU_CATHODE,744100.0,INR,MT,744100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-30,AL,BALCO,AL_INGOT,237200.0,INR,MT,237200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-30,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-30,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-30,CU,BME,CU_CATHODE,767900.0,INR,MT,767900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-31,AL,BALCO,AL_INGOT,248900.0,INR,MT,248900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-31,AL,HINDALCO,AL_INGOT,245750.0,INR,MT,245750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-31,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-12-31,CU,BME,CU_CATHODE,753750.0,INR,MT,753750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-01,AL,BALCO,AL_INGOT,248900.0,INR,MT,248900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-01,AL,HINDALCO,AL_INGOT,256650.0,INR,MT,256650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-01,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-01,CU,BME,CU_CATHODE,753750.0,INR,MT,753750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-02,AL,BALCO,AL_INGOT,248900.0,INR,MT,248900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-02,AL,HINDALCO,AL_INGOT,256650.0,INR,MT,256650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-02,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-02,CU,BME,CU_CATHODE,745050.0,INR,MT,745050.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-05,AL,BALCO,AL_INGOT,254200.0,INR,MT,254200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-05,AL,HINDALCO,AL_INGOT,256650.0,INR,MT,256650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-05,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-05,CU,BME,CU_CATHODE,753250.0,INR,MT,753250.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-06,AL,BALCO,AL_INGOT,254200.0,INR,MT,254200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-06,AL,HINDALCO,AL_INGOT,256650.0,INR,MT,256650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-06,AL,NALCO,AL_INGOT,248150.0,INR,MT,248150.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-06,CU,BME,CU_CATHODE,753250.0,INR,MT,753250.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-07,AL,BALCO,AL_INGOT,254200.0,INR,MT,254200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-07,AL,HINDALCO,AL_INGOT,260650.0,INR,MT,260650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-07,AL,NALCO,AL_INGOT,256800.0,INR,MT,256800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-07,CU,BME,CU_CATHODE,764450.0,INR,MT,764450.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-08,AL,BALCO,AL_INGOT,254650.0,INR,MT,254650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-08,AL,HINDALCO,AL_INGOT,260650.0,INR,MT,260650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-08,AL,NALCO,AL_INGOT,256800.0,INR,MT,256800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-08,CU,BME,CU_CATHODE,764450.0,INR,MT,764450.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-09,AL,BALCO,AL_INGOT,254650.0,INR,MT,254650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-09,AL,HINDALCO,AL_INGOT,260650.0,INR,MT,260650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-09,AL,NALCO,AL_INGOT,256800.0,INR,MT,256800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-09,CU,BME,CU_CATHODE,737800.0,INR,MT,737800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-12,AL,BALCO,AL_INGOT,254650.0,INR,MT,254650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-12,AL,HINDALCO,AL_INGOT,260650.0,INR,MT,260650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-12,AL,NALCO,AL_INGOT,256800.0,INR,MT,256800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-12,CU,BME,CU_CATHODE,734950.0,INR,MT,734950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-13,AL,BALCO,AL_INGOT,254650.0,INR,MT,254650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-13,AL,HINDALCO,AL_INGOT,260650.0,INR,MT,260650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-13,AL,NALCO,AL_INGOT,256800.0,INR,MT,256800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-13,CU,BME,CU_CATHODE,734950.0,INR,MT,734950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-14,AL,BALCO,AL_INGOT,254650.0,INR,MT,254650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-14,AL,HINDALCO,AL_INGOT,267100.0,INR,MT,267100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-14,AL,NALCO,AL_INGOT,256800.0,INR,MT,256800.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-14,CU,BME,CU_CATHODE,751900.0,INR,MT,751900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-15,AL,BALCO,AL_INGOT,262950.0,INR,MT,262950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-15,AL,HINDALCO,AL_INGOT,267100.0,INR,MT,267100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-15,AL,NALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-15,CU,BME,CU_CATHODE,751900.0,INR,MT,751900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-16,AL,BALCO,AL_INGOT,262950.0,INR,MT,262950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-16,AL,HINDALCO,AL_INGOT,267100.0,INR,MT,267100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-16,AL,NALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-16,CU,BME,CU_CATHODE,739700.0,INR,MT,739700.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-19,AL,BALCO,AL_INGOT,262950.0,INR,MT,262950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-19,AL,HINDALCO,AL_INGOT,267100.0,INR,MT,267100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-19,AL,NALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-19,CU,BME,CU_CATHODE,751700.0,INR,MT,751700.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-20,AL,BALCO,AL_INGOT,262950.0,INR,MT,262950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-20,AL,HINDALCO,AL_INGOT,265600.0,INR,MT,265600.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-20,AL,NALCO,AL_INGOT,261000.0,INR,MT,261000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-20,CU,BME,CU_CATHODE,751700.0,INR,MT,751700.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-21,AL,BALCO,AL_INGOT,262950.0,INR,MT,262950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-21,AL,HINDALCO,AL_INGOT,265600.0,INR,MT,265600.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-21,AL,NALCO,AL_INGOT,261000.0,INR,MT,261000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-21,CU,BME,CU_CATHODE,747650.0,INR,MT,747650.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-22,AL,BALCO,AL_INGOT,262950.0,INR,MT,262950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-22,AL,HINDALCO,AL_INGOT,265600.0,INR,MT,265600.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-22,AL,NALCO,AL_INGOT,261000.0,INR,MT,261000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-22,CU,BME,CU_CATHODE,748950.0,INR,MT,748950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-23,AL,BALCO,AL_INGOT,265300.0,INR,MT,265300.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-23,AL,HINDALCO,AL_INGOT,265600.0,INR,MT,265600.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-23,AL,NALCO,AL_INGOT,261000.0,INR,MT,261000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-23,CU,BME,CU_CATHODE,764850.0,INR,MT,764850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-26,AL,BALCO,AL_INGOT,265300.0,INR,MT,265300.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-26,AL,HINDALCO,AL_INGOT,265600.0,INR,MT,265600.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-26,AL,NALCO,AL_INGOT,261000.0,INR,MT,261000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-26,CU,BME,CU_CATHODE,770350.0,INR,MT,770350.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-27,AL,BALCO,AL_INGOT,265300.0,INR,MT,265300.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-27,AL,HINDALCO,AL_INGOT,267550.0,INR,MT,267550.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-27,AL,NALCO,AL_INGOT,264750.0,INR,MT,264750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-27,CU,BME,CU_CATHODE,784000.0,INR,MT,784000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-28,AL,BALCO,AL_INGOT,265300.0,INR,MT,265300.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-28,AL,HINDALCO,AL_INGOT,267550.0,INR,MT,267550.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-28,AL,NALCO,AL_INGOT,264750.0,INR,MT,264750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-28,CU,BME,CU_CATHODE,784000.0,INR,MT,784000.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-29,AL,BALCO,AL_INGOT,261950.0,INR,MT,261950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-29,AL,HINDALCO,AL_INGOT,267550.0,INR,MT,267550.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-29,AL,NALCO,AL_INGOT,264750.0,INR,MT,264750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-29,CU,BME,CU_CATHODE,815950.0,INR,MT,815950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-30,AL,BALCO,AL_INGOT,261950.0,INR,MT,261950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-30,AL,HINDALCO,AL_INGOT,267550.0,INR,MT,267550.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-30,AL,NALCO,AL_INGOT,264750.0,INR,MT,264750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-01-30,CU,BME,CU_CATHODE,826750.0,INR,MT,826750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-02,AL,BALCO,AL_INGOT,261950.0,INR,MT,261950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-02,AL,HINDALCO,AL_INGOT,268850.0,INR,MT,268850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-02,AL,NALCO,AL_INGOT,266850.0,INR,MT,266850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-02,CU,BME,CU_CATHODE,826750.0,INR,MT,826750.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-03,AL,BALCO,AL_INGOT,261950.0,INR,MT,261950.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-03,AL,HINDALCO,AL_INGOT,268850.0,INR,MT,268850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-03,AL,NALCO,AL_INGOT,266850.0,INR,MT,266850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-03,CU,BME,CU_CATHODE,822500.0,INR,MT,822500.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-04,AL,BALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-04,AL,HINDALCO,AL_INGOT,268850.0,INR,MT,268850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-04,AL,NALCO,AL_INGOT,266850.0,INR,MT,266850.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-04,CU,BME,CU_CATHODE,822500.0,INR,MT,822500.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-05,AL,BALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-05,AL,HINDALCO,AL_INGOT,271200.0,INR,MT,271200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-05,AL,NALCO,AL_INGOT,268100.0,INR,MT,268100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-05,CU,BME,CU_CATHODE,827200.0,INR,MT,827200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-06,AL,BALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-06,AL,HINDALCO,AL_INGOT,271200.0,INR,MT,271200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-06,AL,NALCO,AL_INGOT,268100.0,INR,MT,268100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-06,CU,BME,CU_CATHODE,827200.0,INR,MT,827200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-09,AL,BALCO,AL_INGOT,262900.0,INR,MT,262900.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-09,AL,HINDALCO,AL_INGOT,271200.0,INR,MT,271200.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-09,AL,NALCO,AL_INGOT,268100.0,INR,MT,268100.0,DEMO simulator (seed 20260909),DEMO_DATA
2026-02-09,CU,BME,CU_CATHODE,834050.0,INR,MT,834050.0,DEMO simulator (seed 20260909),DEMO_DATA
